ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Media_IDs,Sense_IDs,Gloss_POS,Lexical_Entries
XV001030,sid,ʔalba ʔasse maganu kalakʼinori ʔadaamiitinna heebaaniiti,ʔalba ʔass\t-e\tmagan\t-u\tkalakʼ\t-ino\t-ri\tʔadaami\t=iti\t-nna\theebaani\t=iti,do_first\tCVB.3K\tGod\tNOM.U\tcreate\tPST.IMPF.3K\tNR.PL.NOM\tAdam\t=COP\tand\tEve\t=COP,First God created Adam and Eve,,,I 45-7,,SN003601,v\tv:Any\tn\tn:Any\tv\tv:Any\tv>n\tproper noun\tcopula\tconjunction\tproper noun\tcopula,ʔalba ʔassi\t-e 3\tmagano\t-u 3\tkalakʼi\t-ino\t-ri\tʔadaami\t=ti\t-nna 1\theebaani\t=ti
XV001031,sid,woʔmunkunnira ʔalbaanni,woʔm\t-u\t-nku\t-nni\t-ra\tʔalba\t-a\t-nni,all\tNOM.U\tNR.K.NOM\tABL\tDAT\tbefore\tEV\tABL,in front of all/ before eveything,,,VI 9-6,,SN003602,adjective\tn:Any\tn:Any\tcase\tcase\tadverbial\tAttaches to any category\tcase,woʔma\t-u 3\t-nku\t-nni 1\t-ra 1\tʔalba 2\t-V\t-nni 1
XV001032,sid,konni ʔalbaanni ʔafoommo,konn\t-i\tʔalb\t-a\t-a\t-nni\tʔaf\t-oommo,this\tOBL\tbefore\tACC\tEV\tABL\tsee\tPST.IMPF.1M,I have seen it before (this),,,I 23-4,,SN003602,pro\tn:Any\tadverbial\tn:Any\tAttaches to any category\tcase\tv\tv:Any,konne 2\t-i 1\tʔalba 2\t-a 1\t-V\t-nni 1\tʔafi\t-oommo
XV001033,sid,kumenna honse tʼibbe diri ʔalbaanni,kume\t-nna\thonse\ttʼibbe\tdir\t-i\tʔalb\t-a\t-a\t-nni,thousand\tand\tnine\tone_hundred\tyear\tGEN.MOD\tbefore\tACC\tEV\tABL,1900 years ago,,,V 1-4,,SN003602,numeral\tconjunction\tnumeral\tnumeral\tn\tn:Any\tadverbial\tn:Any\tAttaches to any category\tcase,kume\t-nna 1\thonse\ttʼibbe\tdiro\t-i 4\tʔalba 2\t-a 1\t-V\t-nni 1
XV001034,sid,rosiisammora ʔalbaanni .../rosiiseemmohu ʔalbaanni ...,rosiis\t-ammo\t-ra\tʔalb\t-a\t-a\t-nni\t.../\trosiis\t-eemmo\t-hu\tʔalb\t-a\t-anni\t...,teach\tPINF.1SG.M\tDAT\tbefore\tACC\tEV\tABL\t\tteach\tIMPF.1SG.M\tNR.K.GEN\tbefore\tACC\tIMPF.US\t,Before I teach ...,,,"II 29-5,6",,SN003602,v\tv:Any\tcase\tadverbial\tn:Any\tAttaches to any category\tcase\t\tv\tv:Any\tv>n\tadverbial\tn:Any\tn:Any\t,rosiisi\t-ammo\t-ra 1\tʔalba 2\t-a 1\t-V\t-nni 1\t\trosiisi\t-eemmo\t-hu\tʔalba 2\t-a 1\t-anni\t
XV001035,sid,makinaho ʔalbaanni saʔa no,makina\t-ho\tʔalb\t-a\t-a\t-nni\tsaʔ\t-a\tno,car\tDAT.U\tbefore\tACC\tEV\tABL\tcow\tNOM\texist,In front of the car there is a cow,,,I 42-1,,SN003602,n\tcase\tadverbial\tn:Any\tAttaches to any category\tcase\tn\tn:Any\tv,makina\t-ho 1\tʔalba 2\t-a 1\t-V\t-nni 1\tsaʔa\t-a 5\tno
XV001036,sid,mitte lamala ʔalbaanni,mitt\t-e\tlamal\t-a\tʔalba\t-a\t-nni,one\tOBL.U\tweek\tGEN.MOD\tbefore\tEV\tABL,one week ago,,,II 11-2,,SN003602,numeral\tn:Any\tn\tn:Any\tadverbial\tAttaches to any category\tcase,mitte\t-e 5\tlamala 1\t-a 6\tʔalba 2\t-V\t-nni 1
XV001037,sid,ʔalbiti sase haʤaʤo,ʔalbii\t-ti\tsase\thaʤaʤ\t-o,first\tNR.T.NOM\tthree\tcommandment\tACC,the three first commandments,,,VIII 3-3,,SN003603,adjective\tsubordinator\tnumeral\tn\tn:Any,ʔalbii\t-ti 2\tsase\thaʤaʤo\t-o 1
XV001038,sid,ʔalbi ʔegenno,ʔalbii\tʔegenn\t-o,first\tknowledge\tNOM,first lesson,,,II 4-9,,SN003603,adjective\tn\tn:Any,ʔalbii\tʔegenno\t-o 2
XV001039,sid,ʔalbiidi manni dudubo kulannonke,ʔalbiid\t-i\tmann\t-i\tdudub\t-o\tkul\t-anno\t-nke,former\tOBL\tpeople\tGEN.MOD\tnews\tACC\ttell\tIMPF.3K\t1PL.ACC/DAT,He told us the stories of farmer people,,,VII 2-9,,SN003606,adjective\tn:Any\tn\tn:Any\tn\tn:Any\tv\tv:Any\tPronoun,ʔalbiidi\t-i 1\tmanna\t-i 4\tdudubo\t-o 1\tkuli\t-anno\t-nke 2
XV001040,sid,ʔalbiido murte kaʔʔe fuʃʃitao,ʔalbiid\t-o\tmur\t-te\tkaʔ\t-te\tfuʃʃ\t-i\t-tao,up_front\tACC\tcut\tCVB.3T\trise\tCVB.3T\ttake_out\tEV\tPST.IMPF.3T,"Having cut it in front, she takes it out",,,VII 7-15,,SN003607,n\tn:Any\tv\tv:Any\tv\tv:Any\tv\tAttaches to any category\tv:Any,ʔalbiido\t-o 1\tmuri\t-te 3\tkaʔi\t-te 3\tfuʃʃi\t-V\t-tanno 2
XV001041,sid,albilittete,albilitt\t-e\t-te,future\tOBL\tDAT.U,for the future,,,XXII 30-7,,SN003608,n\tn:Any\tcase,ʔalbilitte\t-e 5\t-te 6
XV001042,sid,konni ʔalbira ʔate ledo hassaaba hasiɗeemmo,konn\t-i\tʔalbi\t-ra\tʔat\t-e\tledo\thassaab\t-a\thasiɗ\t-eemmo,this\tOBL\tface\tDAT\t2SG\tGEN\ttogether_with\tdiscuss\tINF\twant\tIMPF.1SG.M,For the future (after this) I want to discuss with you,,,I 23-9,,SN003609,pro\tn:Any\tn\tcase\tpro\tn:Any\tpostposition\tv\tv:Any\tv\tv:Any,konne 2\t-i 1\tʔalba 1\t-ra 1\tʔati\t-e 7\tledo 3\thassabi\t-a 2\thasiɗi\t-eemmo
XV001043,sid,ʔaliinni daoommo,ʔal\t-i\t-i\t-nni\tda\t-oommo,highland\tOBL\tEV\tABL\tcome\tPST.IMPF.1M,I came from higher up,,,I 4-11,,SN003613,n\tn:Any\tAttaches to any category\tcase\tv\tv:Any,ʔale 2\t-i 1\t-V\t-nni 1\tdaí\t-oommo
XV001044,sid,gatu ʔalba ʔafiɗanno wainni ʔale kʼoli,gat\t-u\tʔalb\t-a\tʔafiɗ\t-anno\t-ba\t-i\t-nni\tʔale\tkʼol\t-i,cultivated_field\tNOM.U\tbefore\tACC\tfind\tIMPF.3K\tDAT\tEV\tABL\tmore\treturn\t,The field yielded more (crop) than he had got before,,,VI 8-15,,SN003613,n\tn:Any\tadverbial\tn:Any\tv\tv:Any\tcase\tAttaches to any category\tcase\tadjective\tv\tv:Any,gate\t-u 3\tʔalba 2\t-a 1\tʔafiɗi\t-anno\t-ba\t-V\t-nni 1\tʔale 1\tkʼoli\t-í
XV001045,sid,ʔalira haɗeemmo,ʔal\t-i\t-ra\thaɗ\t-eemmo,highland\tOBL\tDAT\tgo\tIMPF.1SG.M,I am going up to the highlands,,,I 4-19,,SN003615,n\tn:Any\tcase\tv\tv:Any,ʔale 2\t-i 1\t-ra 1\thaɗi\t-eemmo
XV001046,sid,gordu ʔuullate ʔalenniiti,gord\t-u\tʔuull\t-a\t-te\tʔale\t-nni\t-i\t=ti,sky\tNOM.U\tearth\tOBL\tGEN.U\tabove\tABL\tEV\t=COP,The sky is above the earth,,,I 40-6,,SN003618,n\tn:Any\tn\tn:Any\tcase\tpostposition\tcase\tAttaches to any category\tcopula,gordo\t-u 3\tʔuulla\t-a 4\t-te 4\tʔale 1\t-nni 1\t-V\t=ti
XV001047,sid,manʧu kalakʼamaho duuʧanko ʔaliidiho,manʧ\t-u\tkalakʼam\t-a\t-ho\tduuʧ\t-a\t-nko\tʔaliidi\t-ho,man\tNOM.U\tcreation\tOBL\tDAT.U\tall\tACC\tDEF\tsuperior\tCOP,Man is above all the creation,,,I 37-1,,SN003619,n\tn:Any\tn\tn:Any\tcase\tadjective\tn:Any\tadjective:Any\tadjective\tcopula,manʧo\t-u 3\tkalakʼama\t-a 4\t-ho 1\tduuʧʧa\t-a 1\t-nko\tʔaliidi\t-ho 2
XV001048,sid,manʧu woʔmunkunnira ʔaliidiho,manʧ\t-u\twoʔmunku\t-nni\t-ra\tʔaliidi\t-ho,man\tNOM.U\teverything\tABL\tDAT\tsuperior\tCOP,Man is above everything,,,I 43-8,,SN003619,n\tn:Any\tn\tcase\tcase\tadjective\tcopula,manʧo\t-u 3\twoʔmunku\t-nni 1\t-ra 1\tʔaliidi\t-ho 2
XV001049,sid,ʔaliʧʧo haɗemmo,ʔaliʧʧ\t-o\thaɗ\t-eemmo,the_Sidaama_highland\tACC\tgo\tIMPF.1SG.M,I go to the highland,,,I 4-19,,SN003621,n\tn:Any\tv\tv:Any,ʔaliʧʧo\t-o 1\thaɗi\t-eemmo
XV001050,sid,ʔallalaasine ʔilamino hoobe geeʃʃa daggu,ʔallaalaasin\t-e\tʔilam\t-ino\thoob\t-e\tgeeʃʃ\t-a\tda\t-tu,shepherds\tNOM\tbe_born\tPST.IMPF.3K\tcompound\tGEN.MOD\tuntil\tACC\tcome\tPRF.3T,Shepherds came to the compound where he was born,,,V 2-4,,SN003622,n\tn:Any\tv\tv:Any\tn\tn:Any\tn\tn:Any\tv\tv:Any,ʔallaalaasine\t-e 4\tʔilami\t-ino\thoobe\t-e 7\tgeeʃʃa 3\t-a 1\tdaí\t-tu 2
XV001051,sid,haɗɗine saada ʔallalle,haɗ\t-tine\tsaad\t-a\tʔallaal\t-le,go\tCVB.2PL\tcattle\tACC\tguard\tIMP.2PL,Go (pl.) and guard the cattle,,,I 45-2,,SN003623,v\tv:Any\tn\tn:Any\tv\tv:Any,haɗi\t-tine\tsaada\t-a 1\tʔallaali\t-le
XV001052,sid,kʼaakʼkʼubu ʔamansa labbanno,kʼaakʼkʼ\t-ub\t-u\tʔam\t-a\t-nsa\tlab\t-tanno,baby\tPL\tNOM.U\tmother\tACC\t3PL.POSS\tresemble\tPST.IMPF.3T,Children look like their mother,,,I 33-5,,SN003624,n\tn:Any\tn:Any\tn\tn:Any\tPronoun\tv\tv:Any,kʼaakʼkʼo\t-ub\t-u 3\tʔama\t-a 1\t-nsa\tlabi\t-tanno 2
XV001053,sid,katamu ʔamaalama lelliʃanno,katam\t-u\tʔamaal\t-am\t-a\tleell\t-iʃ\t-anno,town\tNOM.U\tconsult\tPASS\tACC\tappear\tCAUS\tIMPF.3K,A town presents consultations (c. maytake place in towns),,,VII 11-11,,SN003626,n\tn:Any\tv\tv:Any\tn:Any\tv\tv:Any\tv:Any,katama\t-u 3\tʔamaali\t-am\t-a 1\tleelli\t-iʃ\t-anno
XV001054,sid,ʔamaalenni marraʔattoʔe,ʔamaal\t-e\t-nni\tmarraʔ\t-atto\t-ʔe,advice\tOBL\tABL\tlead\tIMPF.2M\t1SG.ACC/DAT,You lead me by advice,,,VIII 13-4,,SN003627,n\tn:Any\tcase\tv\tv:Any\tPronoun,ʔamaale\t-e 5\t-nni 1\tmarraʔi\t-atto\t-ʔe
XV001055,sid,ʔamaaru kʼaalinni kʼitʼtʼeessitinoti ...,ʔamaar\t-u\tkʼaal\t-i\t-nni\tkʼitʼtʼeess\t-i\t-tino\t-ti\t...,Amhara\tGEN.U\tlanguage\tOBL\tABL\tprepare\tEV\tPST.IMPF.3T\tNR.T.NOM\t,She who prepared it in the language of the Amharas (Amharic) ...,,,VIII 1-2,,SN003631,n\tn:Any\tn\tn:Any\tcase\tv\tAttaches to any category\ttam\tsubordinator\t,ʔamaara\t-u 4\tkʼaale\t-i 1\t-nni 1\tkʼitʼtʼeessi\t-V\t-tino\t-ti 2\t
XV001056,sid,ʔiibbabbiʃʃe ʔamaddinoʔe,ʔiibbabbiʃʃ\t-e\tʔamad\t-dino\t-ʔe,fever\tNOM\tcatch\tPST.IMPF.3T\t1SG.ACC/DAT,A fever has caught me,,,IV 25-7,,SN003633,n\tn:Any\tv\ttam\tPronoun,ʔiibbabbiʃʃe\t-e 4\tʔamadi\t-tino\t-ʔe
XV001057,sid,kʼonneno ʔamadinohu mitto ʃiima beettooti,kʼonn\t-e\t-no\tʔamad\t-ino\t-hu\tmitt\t-o\tʃiim\t-a\tbeett\t-o\t-o\t-ti,this\tACC\tand\thold_in_one's_hands\tPST.IMPF.3K\tNR.K.NOM\tone\tACC\tsmall\tACC\tson\tACC\tEV\tCOP,"He who had this, was a little boy",,,III 41-6,,SN003633,pro\tn:Any\tconjunction\tv\tv:Any\tv>n\tnumeral\tn:Any\tadjective\tn:Any\tn\tn:Any\tAttaches to any category\tcopula,konne 2\t-e 2\t-no 1\tʔamadi\t-ino\t-hu\tmitto\t-o 1\tʃiima\t-a 1\tbeetto\t-o 1\t-V\t-ti 1
XV001058,sid,ʔafookki ʔamadi,ʔaf\t-oo\t-kki\tʔamad\t-i,mouth\tACC\t2SG.POSS\ttouch\tIMP.SG,touch your mouth,,,I 13-8,,SN003633,n\tn:Any\tPronoun\tv\tv:Any,ʔafo\t-o 1\t-kki 2\tʔamadi\t-i 2
XV001059,sid,ganʃu ʔamadinoʔe,ganʃ\t-u\tʔamad\t-tino\t-ʔe,cold\tNOM.U\tcatch\tPST.IMPF.3T\t1SG.ACC/DAT,I have caught a cold (lit.: a cold has caught me),,,,,SN003633,n\tn:Any\tv\ttam\tPronoun,ganʃo\t-u 3\tʔamadi\t-tino\t-ʔe
XV001060,sid,tʼaʔmitinosihu soɗisiissesi ʔamadisiissaraati,tʼaʔmi\t-tino\t-si\t-hu\tsoɗisiis\t-te\t-si\tʔamadisiis\t-ta\t-ra\t-a\t-ti,ask\tPST.IMPF.3T\t3K.POSS\tNR.K.NOM\tcause_to_do_wrong\tCVB.3T\t3K.ACC/DAT\tcause_to_catch\tPINF.3T\tDAT\tEV\tCOP,The purpose of asking him was make him fail and to cause him to be arrested (caught),,,VI 9-10,,SN003640,v\ttam\tPronoun\tv>n\tv\tv:Any\tn:Any\tv\tv:Any\tcase\tAttaches to any category\tcopula,tʼaʔmi\t-tino\t-si 1\t-hu\tsoɗisiisi\t-te 3\t-si 2\tʔamadisiisi\t-ta 4\t-ra 1\t-V\t-ti 1
XV001061,sid,misilete ledo ʔamadisiisatenni,misile\t-te\tled\t-o\tʔamadisiis\t-a\t-te\t-nni,picture\tGEN.U\ttogether_with\tACC\tcause_to_touch\tINF\tOBL.U\tABL,attach (connect) with the picture,,,III 33-1,,SN003640,n\tcase\tpostposition\tn:Any\tv\tv:Any\tv:Any\tcase,misile\t-te 4\tledo 3\t-o 1\tʔamadisiisi\t-a 2\t-te 7\t-nni 1
XV001062,sid,tenne ʔiso ʔamatʼtʼini gedensaanni ...,tenn\t-e\tʔis\t-o\tʔamatʼtʼ\t-i\t-ni\tgedensaanni\t...,this\tACC\t3K\tACC\tcover_with_leaves\tEV\tPRF.US\tlater\t,"Then, after that is covered up (with leaves) ...",,,VII 5-11,,SN003647,pro\tn:Any\tpro\tn:Any\tv\tAttaches to any category\tv:Any\tadverbial\t,tenne\t-e 2\tʔise 2\t-o 1\tʔamatʼtʼi\t-V\t-ni 3\tgedensaanni\t
XV001063,sid,kapʼpʼu dudubo ʔammananno gede ʔassite ʔammansiissu,kapʼpʼ\t-u\tdudub\t-o\tʔamman\t-anno\tged\t-e\tʔass\t-i\t-te\tʔammansiis\t-tu,lie\tGEN.U\tnews\tACC\tbelieve\tIMPF.3K\tlikeness\tACC\tdo\tEV\tCVB.3T\tcause_to_believe\tPRF.3T,"They made him believe false news, in order that he should believe it",,,III 44-8,,SN003659,n\tn:Any\tn\tn:Any\tv\tv:Any\tn\tn:Any\tv\tAttaches to any category\tv:Any\tv\tv:Any,kapʼpʼo\t-u 4\tdudubo\t-o 1\tʔammani\t-anno\tgede 2\t-e 2\tʔassi\t-V\t-te 3\tʔammansiisi\t-tu 2
XV001064,sid,ʃiimu ʧʼoira ʔamo,ʃiim\t-u\tʧʼo\t-i\t-ra\tʔamo,small\tOBL.U\tmatter\tOBL\tDAT\tcome!,Come concerning a small matter!,,,I 46-6,,SN003663,adjective\tn:Any\tn\tn:Any\tcase\tv,ʃiima\t-u 1\tʧʼoe\t-i 1\t-ra 1\tʔamo
XV001065,sid,ʔaneneeteno togo yeemmo,ʔaneneete\t-no\ttog\t-o\ty\t-eemmo,1SG.REFL\tand\tlike_this\tACC\tsay\tIMPF.1SG.M,I will say like this to myself,,,VI 8-21,,SN003675,pro\tconjunction\tn\tn:Any\tv\tv:Any,ʔaneneete\t-no 1\ttogo\t-o 1\tyi\t-eemmo
XV001066,sid,kaggaddenna ʔangate seiseha ʔikkiro ...,kaggad\t-de\t-e\t-nna\tʔang\t-a\t-te\tse\t-i\t-se\t-ha\tʔikk\t-i\t-ro\t...,tread\tCVB.3T\tEV\tNS\thand\tOBL\tDAT.U\tbe_prepared\tPRF.3K\t3T.ACC/DAT\tNR.K.ACC\tbe\tPRF.3K\tCOND\t,"Having trodden it, if it is ready for her (to be eaten) by the hand = tested by the hand",,,VII 7-20,,SN003676,v\tv:Any\tAttaches to any category\tv:Any\tn\tn:Any\tcase\tv\tv:Any\tPronoun\tv>n\tv\tv:Any\tsubordinator\t,kaggadi\t-te 3\t-V\t-nna 4\tʔanga\t-a 4\t-te 6\tsei\t-í\t-se\t-ha\tʔikki 1\t-í\t-ro\t
XV001067,sid,ʔonte ʔanga bootta,ʔont\t-e\tʔang\t-a\tboott\t-a,five\tACC\tpair\tACC\tcalf_(plural)\tACC,5 pairs of oxen,,,IX 53-1,,SN003676,numeral\tn:Any\tn\tn:Any\tn\tn:Any,ʔoonte\t-e 2\tʔanga\t-a 1\tbootta\t-a 1
XV001068,sid,ʃoole ʔanga,ʃool\t-e\tʔang\t-a,four\tACC\tfold\tACC,four-fold,,,XV 45-8,,SN003678,numeral\tn:Any\tn\tn:Any,ʃoole\t-e 2\tʔanga\t-a 1
XV001069,sid,lame ʔanga kʼolte diʔafiɗɗanno?,lam\t-e\tʔang\t-a\tkʼol\t-te\tdi=\tʔafiɗ\t-ɗanno\t?,two\tACC\thand\tACC\tanswer\tPRF.3T\tNEG=\tsee_for_oneself\tPST.IMPF.3T\t,Don´t they get double (lit. two hands) in return?,,,XIV 13-34,,SN003678,numeral\tn:Any\tn\tn:Any\tn\tv:Any\tprefix\tv\tv:Any\t,lame\t-e 2\tʔanga\t-a 1\tkʼola\t-te 3\tdi=\tʔafiɗi\t-tanno 2\t
XV001070,sid,ʔille ɗibbeennaʔe ʔankaro gotʼummokki gale geleeloommo,ʔill\t-e\tɗib\t-te\t-e\t-nna\t-ʔe\tʔankarr\t-o\tgotʼ\t-ummo\t-kki\tgal\t-e\tgeleel\t-oommo,eye(s)\tNOM\tbe_troubled\tCVB.3T\tEV\tNS\t1SG.ACC/DAT\tlast_night\tACC\tsleep\tPRF.1M\tnot\tspend_the_night\tCVB.1SG\tbe_sleepless\tPST.IMPF.1M,"Because my eyes are ill, I spent last night without sleep",,,X 2-31,,SN003689,n\tn:Any\tv\tv:Any\tAttaches to any category\tv:Any\tPronoun\tn\tn:Any\tv\tv:Any\tnegativizer\tv\tv:Any\tv\tv:Any,ʔille\t-e 4\tɗibi\t-te 3\t-V\t-nna 4\t-ʔe\tʔankarro\t-o 1\tgotʼi\t-ummo\t-kki 1\tgali\t-e 1\tgeleeli\t-oommo
XV001071,sid,ʔannu ʔoososi batʼanno,ʔann\t-u\tʔoos\t-o\t-si\tbatʼ\t-anno,father\tGEN.U\tchildren\tACC\t3SG.M.POSS\tlove\tIMPF.3K,A father loves his children,,,I 33-1,,SN003690 ; SN003948,n\tn:Any\tn\tn:Any\tPronoun\tv\tv:Any,ʔanna\t-u 4\tʔooso\t-o 1\t-si 1\tbatʼi\t-anno
XV001072,sid,gobbate ʔanna,gobb\t-a\t-te\tʔann\t-a,land\tACC\tGEN.U\towner\tACC,"landlord, owner of land",,,IV 18-1,,SN003690,n\tn:Any\tcase\tn\tn:Any,gobba\t-a 1\t-te 4\tʔanna\t-a 1
XV001073,sid,kiʔne dureeyye ʔanneʔe,kiʔn\t-e\tdur\t-eeyye\tʔanneʔe,2PL\tACC\trich_people\tPL\twoe,Woe to you rich!,,,XIV 13-24,,SN003695,pro\tn:Any\tn\tn:Any\tinterjection,kiʔne\t-e 2\tdureessa\t-eeyye\tʔanneʔe
XV001074,sid,galagalle mulenni ʔaraarammanni,galagal\t-le\tmul\t-e\t-nni\tʔaraaram\t-manni,repeat_an_action_(itr)\tCVB.US\tproximity\tOBL\tABL\tbe_reconciled\tIMPF.US,"Again, a short time afterwards we usually got reconciled",,,VII 3-6,,SN003703,v\tv:Any\tn\tn:Any\tcase\tv\tv:Any,galagali\t-ne 2\tmule 1\t-e 5\t-nni 1\tʔararami\t-nanni
XV001075,sid,ʔaraarsineemmo yine ʔolammoommo,ʔaraarsi\t-i\t-neemmo\tyi\t-ne\tʔolam\t-moommo,reconcile\tEV\tIMPF.1PL\tsay\tCVB.1PL\ttry\tPST.IMPF.1PL,"We said ""We shall reconcile"" and tried",,,III 24-4,,SN003704,v\tAttaches to any category\tv:Any\tv\tv:Any\tv\ttam,ʔararsi\t-V\t-neemmo 2\tyi\t-ne 2\tʔolami\t-noommo
XV001076,sid,daanno diro ʔarbegoona haɗeemmo,da\t-anno\tdir\t-o\tʔarbegoona\thaɗ\t-eemmo,come\tIMPF.3K\tyear\tACC\tArbegona\tgo\tIMPF.1SG.M,Next year I go to Arbegona,,,,,SN003705,v\tv:Any\tn\tn:Any\tproper noun\tv\tv:Any,daí\t-anno\tdiro\t-o 1\tʔarbegoona\thaɗi\t-eemmo
XV001077,sid,ʔare waaʤʤe barko ganino,ʔaree\twaaʤʤ\t-e\tbark\t-o\tgan\t-ino,wife\tfear\tCVB.3K\twooden_pillow\tACC\tbeat\tPST.IMPF.3K,Fearing his wife he hit the pillow (instead) (proverb),,,III 11-5,,SN003707,n\tv\tv:Any\tn\tn:Any\tv\tv:Any,ʔaree\twaaʤʤi\t-e 3\tbarko\t-o 1\tgani\t-ino
XV001078,sid,meati ʔarose batʼtʼanno,meaat\t-i\tʔar\t-o\t-se\tbatʼ\t-tanno,woman\tNOM\thusband\tACC\t3T.ACC/DAT\tlove\tPST.IMPF.3T,A woman loves her husband,,,III 11-6,,SN003709,n\tn:Any\tn\tn:Any\tPronoun\tv\tv:Any,meaati\t-i 5\tʔaro\t-o 1\t-se\tbatʼi\t-tanno 2
XV001079,sid,mitto ʔarrabo diʔikkino,mitt\t-o\tʔarrabo\tdi=\tʔikk\t-ino,one\tACC\ttongue\tNEG=\tbecome\tPST.IMPF.3K,He did not agree,,,XV 56-51,,SN003710,numeral\tn:Any\tn\tprefix\tv\tv:Any,mitto\t-o 1\tʔarrabo\tdi=\tʔikki 1\t-ino
XV001080,sid,ʔarri hassa ʔikkituro ...,ʔarr\t-i\thass\t-a\tʔikki\t-tu\t-ro\t...,dry_season\tGEN\twaasa-place\tACC\tCOP\tPRF.3T\tCOND\t,If it is a place for preparing wasa in the dry season ..,,,VII 5-14,,SN003716,n\tn:Any\tn\tn:Any\tv\tv:Any\tsubordinator\t,ʔarro\t-i 4\thassa\t-a 1\tʔikki 1\t-tu 2\t-ro\t
XV001081,sid,"butʼiʧʧu manʧi ʔulla ʔaɗɗa, bebba ʔassate","butʼiʧʧ\t-u\tmanʧ\t-i\tʔull\t-a\tʔaɗɗ\t-a\t,\tbebb\t-a\tʔass\t-a\t-te",poor_person\tGEN.U\tman\tGEN.MOD\tground\tACC\ttake\tINF\t\twrong-doing\tACC\tdo\tINF\tCOP.U,Taking a poor man´s land is doing wrong,,,IV 13-4,,SN003717,n\tn:Any\tn\tn:Any\tn\tn:Any\tv\tv:Any\t\tn\tn:Any\tv\tv:Any\tcopula,butʼiʧʧo\t-u 4\tmanʧo\t-i 4\tʔuulla\t-a 1\tʔaɗɗi\t-a 2\t\tbeebba\t-a 1\tʔassi\t-a 2\t-te 2
XV001082,sid,kakkalara hede haaɗe haɗanni noosi,kakkal\t-a\t-ra\thed\t-e\thaaɗ\t-e\thaɗ\t-a\t-nni\tno\t-o\t-si,sacrifice\tPINF.3K\tDAT\tthink\tCVB.3K\ttake_along\tCVB.3K\tgo\tPART.3K\tABL\texist\tEV\t3K.POSS,"He took him with, thinking (planning) to sacrifice him",,,III 27-3,,SN003719,v\tv:Any\tcase\tv\tv:Any\tv\tv:Any\tv\tv:Any\tcase\tv\tAttaches to any category\tPronoun,kakkali\t-a 8\t-ra 1\thedi\t-e 3\thaaɗi\t-e 3\thaɗi\t-a 3\t-nni 1\tno\t-V\t-si 1
XV001083,sid,mannu dikkote ma ʔassanno?,mann\t-u\tdikk\t-o\t-te\tma\tʔass\t-anno\t?,people\tNOM.U\tmarket\tOBL\tDAT\twhat\tdo\tIMPF.3K\t,What do people do at market?,,,I 5-4,,SN003720,n\tn:Any\tn\tn:Any\tn:Any\tpro\tv\tv:Any\t,manna\t-u 3\tdikko\t-o 3\t-te 8\tma\tʔassi\t-anno\t
XV001084,sid,konne hakʼkʼa ma ʔassiɗatto?,konn\t-e\thakʼkʼ\t-a\tma\tʔassiɗ\t-atto\t?,this\tACC\tpole\tACC\twhat\tdo/make_for_oneself\tIMPF.2M\t,What do you use this wood for?,,,II 34-15,,SN003721,pro\tn:Any\tn\tn:Any\tpro\tv\tv:Any\t,konne 2\t-e 2\thakʼkʼa\t-a 1\tma\tʔassiɗi\t-atto\t
XV001085,sid,maʧʼʧʼiʃʃitinoha tʼagge ʔassiɗɗu,maʧʼʧʼiʃʃ\t-i\t-tino\t-ha\ttʼagg\t-e\tʔassiɗ\t-ɗu,listen\tEV\tPST.IMPF.3T\tNR.K.ACC\tstory\tACC\tdo/make_for_oneself\tPRF.3T,They marvelled at what they heard,,,V 11-1,,SN003721,v\tAttaches to any category\ttam\tv>n\tn\tn:Any\tv\tv:Any,maʧʼʧʼiiʃʃi\t-V\t-tino\t-ha\ttʼagge\t-e 2\tʔassiɗi\t-tu 2
XV001086,sid,manʧu laalʧono gideno sagale ʔassiɗara dandaanno,manʧ\t-u\tlaalʧo\t-no\tgid\t-e\t-no\tsagal\t-e\tʔassiɗ\t-a\t-ra\tdandi\t-a\t-anno,man\tNOM.U\tfruit\tand\tgrain\tACC\tand\tfood\tACC\tdo/make_for_oneself\tPINF.3K\tDAT\tbe_able_to\tEV\tIMPF.3K,Man can make fruit and crops his food,,,I 44-3,,SN003721,n\tn:Any\tn\tconjunction\tn\tn:Any\tconjunction\tn\tn:Any\tv\tv:Any\tcase\tv\tAttaches to any category\tv:Any,manʧo\t-u 3\tlaalʧo\t-no 1\tgide\t-e 2\t-no 1\tsagale\t-e 2\tʔassiɗi\t-a 8\t-ra 1\tdandíí\t-V\t-anno
XV001087,sid,ʔataru sagalimmate danʧaho,ʔatar\t-u\tsagalimm\t-a\t-te\tdanʧ\t-a\t-ho,peas\tNOM.U\tfood\tACC\tDAT.U\tgood\tACC\tCOP,Peas are good for food,,,VII 21-27,,SN003724,n\tn:Any\tn\tn:Any\tcase\tadjective\tn:Any\tcopula,ʔatara\t-u 3\tsagalimma\t-a 1\t-te 6\tdanʧa\t-a 1\t-ho 2
