ID,Language_ID,Headword,Part_Of_Speech,Construction,Entry_IDs,Etymology,Gloss,Morpheme_Breaks,Morphological_Structure,Official_Orthography,Type,Variant_Form
LX001776,sid,ʔalbiʧʧo,Noun,,,,,,,albichcho,K (MASC),
LX001777,sid,ʔale,adjective,,,,,,,ale,,
LX001778,sid,ʔale,Noun,,,,,,,ale,K (MASC),
LX001779,sid,ʔale,postposition,,,,,,,ale,,
LX001780,sid,ʔalenni,adverbial,,,,upper.part-ABL,ʔale-nni,xale-nni (ABL),alenni,,
LX001781,sid,ʔaliidi,adjective,,,,upper.part-DER,ʔal(e)-iidi,xal(e)-iidi (DER),aliidi,,
LX001782,sid,ʔaliʧʧo,Noun,,,,upper.part-SGLT,ʔal(e)-iʧʧo,xal(e)-icco (SGLT),alichcho,K (MASC),
LX001783,sid,ʔallaalaasine,Noun,,,,guard-AG-PL,ʔallal-aasin-e,xallal-aasin (AGNT)-e (PL),allaalaasine,T (FEM),
LX001784,sid,ʔallaali,Verb,,,,,,,allaali,,
LX001785,sid,ʔama,Noun,,,,,,,ama,T (FEM),
LX001786,sid,ʔamaalama,Verb,,,,,,,,,
LX001787,sid,ʔamaalami,Verb,,,,consult-PAS-,ʔamaal-am-,xamaal-am (PAS)-,amaalami,PAS,
LX001788,sid,ʔamaale,Noun,,,,consult-DER,ʔamaal-e,xamaal-e (DER),amaale,T (FEM) ; T (FEM),
LX001789,sid,ʔamaalete,adverbial,,,,advice-DAT,ʔamaale-te,xamaale-te (DAT),amaalete,,
LX001790,sid,ʔamaali,Verb,,,,,,,amaali,,
LX001791,sid,ʔamaara,Noun,,,Amharic amhara,,,,amaara,K (MASC),
LX001792,sid,ʔamad,Verb,,,,,,,,,
LX001793,sid,ʔamadi,Verb,,,,,,,amadi,,
LX001794,sid,ʔamadisiisi,Verb,,,,cover.with.leaves-CAUS-,ʔamad-isiis-,xamad-isiis (CAUS)-,amadisiisi,CAUS ; CAUS,
LX001795,sid,ʔamado,Noun,,,,touch-DER,ʔamad-o,xamad-o (DER),amado,T (FEM),
LX001796,sid,ʔamammadi,Verb,,,,<REDUPL>touch-,ʔam<amm>ad-,xam<amm (REDUPL)>-ad-,amammadi,,
LX001797,sid,ʔamaɲɲaatibeelle,Noun,,,,good.behaviour-without-ABSTR,ʔamaɲɲaati-beel-ne,xamaNNaati-beel ('without')-ne (ABSTR),amanyaatiweelle,T (FEM),
LX001798,sid,ʔamaɲɲaatibeelo,Noun,,,,good.behaviour-without,ʔamaɲɲaati-beelo,xamaNNaati-beelo ('without'),amanyaatiweelo,K (MASC),
LX001799,sid,ʔamatto,Noun,,,,,,,amatto,T (FEM),
LX001800,sid,ʔamatʼtʼi,Verb,,,,cover.with.leaves-AB-,ʔamad-ɗ-,xamad-D (AB)-,amaxxi,AB ; AB,
LX001801,sid,ʔambooma,Noun,,,,,,,ambooma,K (MASC),
LX001802,sid,ʔammaʤʤe,proper noun,,,,,,,ammajje,,
LX001803,sid,ʔammaʤe,proper noun,,,,,,,,,
LX001804,sid,ʔammana,Noun,,,,,,,ammana,T (FEM),
LX001805,sid,ʔammanaanʧo,Noun,,,,believe-AG-SGLT,ʔamman-aan-ʧo,xamman-aan (AGNT)-co (SGLT),ammanaancho,K (MASC) ; T (FEM),
LX001806,sid,ʔammanaasine,Noun,,,,believe-AG-PL,ʔamman-aasin-e,xamman-aasin (AGNT)-e (PL),ammanaasine,T (FEM),
LX001807,sid,ʔammanami,Verb,,,,believe-PAS-,ʔamman-am-,xamman-am (PAS)-,ammanami,PAS,
LX001808,sid,ʔammani,Verb,,,Amharic ammänä 'believe',,,,ammani,,
LX001809,sid,ʔammano,Noun,,,,believe-DER,ʔamman-o,xamman-o (DER),ammano,T (FEM),
LX001810,sid,ʔammansiisi,Verb,,,,believe-CAUS-,ʔamman-siis-,xamman-siis (CAUS)-,ammansiisi,CAUS,
LX001811,sid,ʔammanʧiiʃi,Verb,,,,believe-CAUS-,ʔamman-ʧiis-,xamman-ciis (CAUS)-,ammanchiishi,CAUS,
LX001812,sid,ʔammaʔna,Noun,,,,trust-INF,ʔammaʔn-a,xammaxn-a (INF=N),amma’na,T (FEM),
LX001813,sid,ʔammaʔni,Verb,,,,believe-AB-,ʔamman-ɗ-,xamman-D (AB)-,amma’ni,AB,
LX001814,sid,ʔamo,Verb,,,,,,,amo,,
LX001815,sid,ʔamuuba,Noun,,,,mother-PL,ʔam(a)-uuba,xam(a)-uuba (PL),amuuwa,K (MASC),
LX001816,sid,ʔanata,Noun,,,,,,,anata,K (MASC),
LX001817,sid,ʔanataamma,Noun,,,,leprosy-DER-PL,ʔanat(a)-aam(o)-ma,xanat(a)-aam(o) (DER)-ma (PL),anataamma,T (FEM),
LX001818,sid,ʔanataamo,Noun,,,,leprosy-DER,ʔanat(a)-aamo,xanat(a)-aamo (DER showing owner of quality),anataamo,K (MASC),
LX001819,sid,ʔanʤa,Noun,,,,,,,anja,K (MASC),
LX001820,sid,ʔanʤe,Noun,,,,diminish-ABSTR,ʔaʤ-ne,xaj-ne (ABSTR),anje,T (FEM) ; K (MASC),
LX001821,sid,ʔanʤiɗi,Verb,,,,spit-DER.AB-,ʔanʤ(a)-iɗ-,xanj(a)-iD (DER.AB)-,anji’ri,AB,
LX001822,sid,ʔane,Pronoun,,,,I-ACC/GEN,ʔan(i)-e,xan(i)-e (ACC) or (GEN),ane,PERSONAL,
LX001823,sid,ʔane,Pronoun,,,,,,,,,
LX001824,sid,ʔaneneete,Pronoun,,,,me-CV,ʔane-neete,xane-neete (CV schema for reflexive pronouns),aneneete,REFLEXIVE,
LX001825,sid,ʔanga,Noun,,,,,,,anga,T (FEM) ; T (FEM) ; T (FEM),
LX001826,sid,ʔanga booso woɗɗi,Verb,,,,hand part place-AB-,ʔanga booso wor-ɗ-,xanga booso wor ('place')-D (AB)-,anga booso wodhi,,
LX001827,sid,ʔanga laʔi,Verb,,,,hand see,ʔanga laʔ-,xanga lax ('see')-,anga la’i,,
LX001828,sid,ʔanga saʔi,Verb,,,,hand pass,ʔanga saʔ-,xanga sax ('pass')-,anga sa’i,,
LX001829,sid,ʔanga witʼi,Verb,,,,hand sow,ʔanga witʼ-,xanga wiT-,anga wixi,,
LX001830,sid,ʔanga ʔaananni,adverbial,,,,hand topside-ABL,ʔanga ʔaana-nni,xanga xaana-nni (ABL),anga aananni,,
LX001831,sid,ʔangara ʔaɗɗi,Verb,,,,hand-DAT receive,anga-ra ʔaɗɗ-,xanga-ra (DAT) xaDD ('receive')-,angara adhi,,
LX001832,sid,ʔangiʧʧo,Noun,,,,hand-SGLT,ʔang(a)-iʧʧo,xang(a)-icco (SGLT),angichcho,K (MASC),
LX001833,sid,ʔani,Pronoun,,,,,,,ani,PERSONAL,
LX001834,sid,ʔankarro,Noun,,,,,,,ankarro,,
LX001835,sid,ʔanna,Noun,,,,,,,anna,K (MASC),
LX001836,sid,ʔannati,Verb,,,,,,,annati,,
LX001837,sid,ʔannaʔya,adverbial,,,,father-POSS.1SG,ʔanna-ʔya,xanna-xya (POSS.1SG),anna'ya,,
LX001838,sid,ʔanneeffati,Verb,,,,be.superior-DER-,ʔann-eeffat-,xann-eeffat (DER)-,anneeffati,,
LX001839,sid,ʔanneʔe,interjection,,,,,,,anne''e,,
LX001840,sid,ʔanni,Verb,,,,,,,anni,,
LX001841,sid,ʔanniʧʧa,Noun,,,,father-SGLT,ʔann(a)-iʧʧa,xann(a)-icca (SGLT),annichcha,K (MASC),
LX001842,sid,ʔannoottiʧʧa,Noun,,,,be.superior-DER-SGLT,ʔann-oott(o)-iʧʧa,xann-oott(o) (DER)-icca (SGLT),annoottichcha,K (MASC),
LX001843,sid,ʔannu ʔanna,Noun,,,,father-GEN father-ACC,ʔann-u ʔann-a,xann-u (GEN) xann-a (ACC),annu anna,K (MASC),
LX001844,sid,ʔannunni,adverbial,,,,father-U-ABL,ʔann(a)-u-nni,xann(a)-u (U)-nni (ABL),annunni,,
LX001845,sid,ʔannuuba,Noun,,,,father-PL,ʔann(a)-uuba,xann(a)-uuba (PL),annuuwa,K (MASC)/T (FEM),
LX001846,sid,ʔarara,Noun,,,,reconcile-INF,ʔarar-a,xarar-a (INF=N),arara,K (MASC),
LX001847,sid,ʔararami,Verb,,,,reconcile-PAS-,ʔarar-am-,xarar-am (PAS)-,ararami,PAS,
LX001848,sid,ʔararsi,Verb,,,,reconcile-CAUS-,ʔarar-s-,xarar-s (CAUS)-,ararsi,CAUS,
LX001849,sid,ʔarbegoona,proper noun,,,,,,,arbegoona,K (MASC),
LX001850,sid,ʔarʤaʤʤaabi,Verb,,,,,,,arjajjaawi,,
LX001851,sid,ʔaree,Noun,,,,,,,aree,T (FEM),
LX001852,sid,ʔargiisa,Noun,,,,,,,argiisa,K (MASC),
LX001853,sid,ʔaro,Noun,,,,,,,aro,K (MASC),
LX001854,sid,ʔarrabo,Noun,,,,,,,arrawo,K (MASC),
LX001855,sid,ʔarraboo dalli,Verb,,,,tongue judge,ʔarraboo dall-,xarraboo dall-,arrawoo dalli,,
LX001856,sid,ʔarraʤʤiʧʧo,Noun,,,,,,,arrajjichcho,K (MASC),
LX001857,sid,ʔarrassam,Verb,,,,criticize-PAS-,ʔarrass-am-,xarrass-am (PAS)-,arrassam,PAS,
LX001858,sid,ʔarrassi,Verb,,,,tongue-VBLZ-,ʔarrab(o)-s-,xarrab(o)-s (VBLZ)-,arrassi,,
LX001859,sid,ʔarriʃʃo,Noun,,,,dry.season-SGLT,ʔarr(o)-iʃʃo,xarr(o)-iSSo (SGLT),arrishsho,T (FEM),
LX001860,sid,ʔarro,Noun,,,,,,,arro,K (MASC),
LX001861,sid,ʔassa,Noun,,,,do-INF,ʔass-a,xass-a (INF=N),assa,T (FEM),
LX001862,sid,ʔassaabe,Noun,,,Amharic hassab 'thought',think-DER,ʔassaab-e,xassaab-e (DER),assaawe,T (FEM),
LX001863,sid,ʔassaabi,Verb,,,Amharic assäbä 'think',,,,assaawi,,
LX001864,sid,ʔassi,Verb,,,,,,,assi,,
LX001865,sid,ʔassiɗi,Verb,,,,do-AB-,ʔass-iɗ-,xass-iD (AB)-,assi’ri,AB,
LX001866,sid,ʔassisi,Verb,,,,do-CAUS-,ʔass-is-,xass-is (CAUS)-,assisi,CAUS,
LX001867,sid,ʔaʃalaʔli,Verb,,,,,,,ashala’li,,
LX001868,sid,ʔatara,Noun,,,Amharic atär 'peas',,,,atara,K (MASC),
LX001869,sid,ʔataʧʧa,Noun,,,,,,,atachcha,T (FEM),
LX001870,sid,ʔate,Pronoun,,,,you-ACC,ʔat(i)-e,xat(i)-e (ACC),ate,PERSONAL,
LX001871,sid,ʔateteete,Pronoun,,,,you-CV,ʔate-teete,xate-teete (CV schema for reflexive pronouns),ateteete,REFLEXIVE,
LX001872,sid,ʔati,Pronoun,,,,,,,ati,PERSONAL,
LX001873,sid,ʔatoote,Noun,,,,make.prosper-DER,ʔatoot-e,xatoot-e (DER),atoote,K (MASC),
LX001874,sid,ʔatooti,Verb,,,,,,,atooti,,
LX001875,sid,ʔayyaana,Noun,,,,,,,ayyaana,K (MASC),
LX001876,sid,ʔayyaanikki galo,MWE,,,,spirit-NOM-POSS.2SG gal-JUS.3SG.K,ʔayyaan(a)-i-kki gal-o,xayyaan(a)-i (NOM)-kki (POSS2S) gal-o (JUS.3SG.K),ayyaanikki galo,,
LX001877,sid,ʔayyaanto,Noun,,,,spirit-PL,ʔayyaan(a)-to,xayyaan(a)-to (PL),ayyaanto,T (FEM) ; K (MASC) ; K (MASC),
LX001878,sid,-ʔe,Pronoun,,,,,,,-’e,PERSONAL,
LX001879,sid,ʔebelo,Noun,,,,,,,ewelo,K (MASC),
LX001880,sid,ʔebelumma,Noun,,,,someone.unspecified-ABSTR,ʔebel(o)-umma,xebel(o)-umma (ABSTR),ewelumma,T (FEM),
LX001881,sid,ʔeddarami,Verb,,,,be.predatory-PAS-,ʔeddar-am-,xeddar-am (PAS)-,eddarami,PAS,
LX001882,sid,ʔeddari,Verb,,,,,,,eddari,,
LX001883,sid,ʔedeni,proper noun,,,,,,,edeni,,
LX001884,sid,ʔeʤersa,Noun,,,,wild.olive.trees-SGLT,ʔeʤeɗ-sa,xejeD-sa (SGLT),ejersa,K (MASC),
LX001885,sid,ʔee,interjection,,,,,,,ee,,
LX001886,sid,ʔeegami,Verb,,,,,,,eegami,,
LX001887,sid,ʔeegga,Noun,,,,plead-INF,ʔeegg-a,xeegg-a (INF=N),eegga,T (FEM),
LX001888,sid,ʔeeggakkiitina,adverbial,,,,plead-INF-POSS.2SG-COP-and,ʔeegg-a-kki-iti-na,xeegg-a (INF=N)-kki (POSS.2SG)-iti (COP)-na ('and'),eeggakkiitina,,
LX001889,sid,ʔeeggami,Verb,,,,plead-PAS-,ʔeegg-am-,xeegg-am (PAS)-,eeggami,PAS,
LX001890,sid,ʔeeggatena,adverbial,,,,,,,,,
LX001891,sid,ʔeeggo,Noun,,,,,,,eeggo,T (FEM),
LX001892,sid,ʔeeggo ʔeʔi,Verb,,,,protection enter,ʔeeggo ʔeʔ-,xeeggo xex-,eeggo ei,,
LX001893,sid,ʔeeggote wotʼe,Noun,,,,protection-GEN farm,ʔeeggo-te wotʼe,xeeggo-te (GEN) woTe,eeggote woxe,K (MASC),
LX001894,sid,ʔeela,Noun,,,,,,,eela,K (MASC) ; K (MASC),
LX001895,sid,ʔeelanni,adverbial,,,,collection.of.water-ABL,ʔeela-nni,xeela-nni (ABL),eelanni,,
LX001896,sid,ʔeeleeta,Noun,,,,collect-DER,ʔeel-eeta,xeel-eeta (DER),eeleeta,K (MASC),
LX001897,sid,ʔeeli,Verb,,,,,,,eeli,,
LX001898,sid,ʔeeli gobba,Noun,,,,collect-LNK outside,ʔeel-i gobba,xeel-i (LNK) gobba,eeli gobba,,
LX001899,sid,ʔeeri,Verb,,,,,,,eeri,,
LX001900,sid,ʔeero,Noun,,,,,,,eero,T (FEM),
LX001901,sid,ʔeessi,Verb,,,,,,,,,
LX001903,sid,ʔegemmi,Verb,,,,,,,egemmi,,
LX001904,sid,ʔegennaamo,Noun,,,,know-AG,ʔegenn-aamo,xegenn-aamo (AGNT),egennaamo,K (MASC),
LX001905,sid,ʔegennaanʧo,Noun,,,,know-AG-SGLT,ʔegenn-aam-ʧo,xegenn-aam (AGNT)-co (SGLT),egennaancho,K (MASC),
LX001906,sid,ʔegennami,Verb,,,,know-PAS-,ʔegenn-am-,xegenn-am (PAS)-,egennami,PAS,
LX001907,sid,ʔegenni,Verb,,,,,,,egenni,,
LX001908,sid,ʔegenno,Noun,,,,know-DER,ʔegenn-o,xegenn-o (DER),egenno,T (FEM),
LX001909,sid,ʔegensiisi,Verb,,,,know-CAUS-,ʔegenn-siis-,xegenn-siis (CAUS)-,egensiisi,CAUS,
LX001910,sid,ʔeisi,Verb,,,,enter-CAUS-,ʔeʔ-is-,xex-is (CAUS)-,eyisi,CAUS,
LX001911,sid,ʔeissi,Verb,,,,,,,eyissi,CAUS,
LX001912,sid,ʔekera,Noun,,,,,,,ekera,T (FEM),
LX001913,sid,ʔelaanʧo,Noun,,,,give.kindly-AG-SGLT,ʔel-aan-ʧo,xel-aan (AGNT)-co (SGLT),elaancho,K (MASC),
LX001914,sid,ʔelento,Noun,,,,,,,elento,T (FEM),
LX001915,sid,ʔeli,Verb,,,,,,,eli,,
LX001916,sid,ʔelimma,Noun,,,,give.kindly-ABSTR,ʔel-imma,xel-imma (ABSTR),elimma,T (FEM),
LX001917,sid,ʔelle,Noun,,,,give.kindly-DER,ʔel-ne,xel-ne (DER),elle,T (FEM),
LX001918,sid,ʔellete,adverbial,,,,gift-DAT,ʔelle-te,xelle-te (DAT),ellete,,
LX001919,sid,ʔelo,Noun,,,,,,,elo,K (MASC),
LX001920,sid,ʔelto,Noun,,,,,ʔel-to,xel-to (DER),elto,T (FEM),
LX001921,sid,ʔereero,Noun,,,,,,,ereero,K (MASC),
LX001922,sid,ʔereʧʼʧʼo,Noun,,,,,,,erecco,T (FEM),
LX001923,sid,ʔeri,Verb,,,,,,,eri,,
LX001924,sid,ʔero,Noun,,,,,,,ero,T (FEM) ; T (FEM),
LX001925,sid,ʔerote ʔero,Noun,,,,double-GEN double,ʔero-te ʔero,xero-te (GEN) xero,erote ero,T (FEM),
LX001926,sid,ʔeʔi,Verb,,,,,,,e’i,,
LX001927,sid,ʔibiiʧʧo,Noun,,,,lice-SGLT,ʔibiib(e)-ʧo,xibiib(e)-co (SGLT),iwiichcho,T (FEM),
LX001928,sid,ʔidaiʧʧo,Noun,,,,,,,idayichcho,K (MASC) ; T (FEM),
LX001929,sid,ʔifati,Verb,,,,,,,ifati,,
LX001930,sid,ʔifatʼtʼi,Verb,,,,plead.with.the.spirits.for.healing-AB-,ʔifat-ɗ-,xifat-D (AB)-,ifaxxi,AB,
LX001931,sid,ʔifiʧʧo,Noun,,,,,,,ifichcho,K (MASC),
LX001932,sid,ʔiibbabbiʃi,Verb,,,,be.hot-REDUPL-CAUS-,ʔiibb-abb-is-,xiibb-abb (REDUPL)-is (CAUS)-,iibbabbishi,,
LX001933,sid,ʔiibbabbiʃʃe,Noun,,,,be.hot-REDUPL-CAUS-DER,ʔiibbabb-is-ʃe,xiibb-abb (REDUPL)-is (CAUS)-Se (DER),iibbabbishshe,T (FEM),
LX001934,sid,ʔiibbabbo,Noun,,,,be.hot-REDUPL-DER,ʔiibbabb-o,xiibb-abb (REDUPL)-o (DER),iibbabbo,T (FEM),
LX001935,sid,ʔiibbado,adjective,,,,be.hot-DER,ʔiibb-ado,xiibb-ado (DER),iibbado,,
LX001936,sid,ʔiibbi,Verb,,,,,,,iibbi,,
LX001937,sid,ʔiibbille,Noun,,,,be.hot-ABSTR,ʔiibb-ille,xiibb-ille (ABSTR),iibbille,K (MASC),
LX001938,sid,ʔiilli,Verb,,,,,,,iilli,,
LX001939,sid,ʔiilliʃi,Verb,,,,reach-CAUS-,ʔiill-is-,xiill-is (CAUS)-,iillishi,CAUS ; CAUS,
LX001940,sid,ʔiilliʃiɗi,Verb,,,,reach-CAUS-AB-,ʔiill-iʃ-iɗ-,xiilliS-iD (AB)-,iillishi’ri,AB,
LX001941,sid,ʔiima,Noun,,,,,,,iima,K (MASC),
LX001942,sid,ʔiima,postposition,,,,,,,iima,,
LX001943,sid,ʔiima duhi,Verb,,,,topside carry,ʔiima duh-,xiima ('topside') duh- ('carry'),iima duhi,,
LX001944,sid,ʔiimiido,Noun,,,,aboveness-DER,ʔiim(a)-iido,xiim(a)-iido (DER),iimiido,K (MASC),
LX001945,sid,ʔikkennano,adverbial,,,,be-CVB.3K-NS-too,ʔikk-e-nna-no,xikk-e (CVB.3K)-nna (NS)-no ('too'),ikkennano,,
LX001946,sid,ʔikki,Verb,,,,,,,ikki,,
LX001947,sid,ʔikki,Verb,V xikka(nno) 'perhaps V',LX000717,,,,,ikka(nno),,
LX001948,sid,ʔikkina,adverbial,,,,,,,ikkina,,
LX001949,sid,ʔikkinnina,adverbial,,,,be-PFV.3K-ABL-and,ʔikk-i-nni-na,xikk (COP)-i (PFV.3K)-nni (ABL)-na ('and'),ikkinnina,,
LX001950,sid,ʔikkirono,adverbial,,,,be-PFV.3K-COND-also,ʔikk-i-ro-no,xikk (COP)-i (PFV.3K)-ro (COND)-no ('also'),ikkirono,,
LX001951,sid,ʔikkito,Noun,,,,be-EPEN-DER,ʔikk-i-to,xikk-i (EPEN)-to (DER),ikkito,T (FEM),
LX001952,sid,ʔikkollanna,adverbial,,,,be-JUS.3SG.K-EMPH-and,ʔikk-o-lla-nna,xikk-o (JUS.3SG.K)-lla (EMPH)-nna ('and'),ikkollanna,,
LX001954,sid,ʔikʼkʼa,Noun,,,,,,,iqqa,K (MASC),
LX001955,sid,ʔikʼkʼi,Verb,,,,,,,iqqi,,
LX001956,sid,ʔila,Noun,,,,,,,ila,T (FEM),
LX001957,sid,ʔilaala,Noun,,,,,,,ilaala,K (MASC),
LX001958,sid,ʔilaalaama,adjective,,,,mountain-DER,ʔilaal(a)-aama,xilaal(a)-aama (DER),ilaalaama,,
LX001959,sid,ʔilaalla,Noun,,,,mountain-PL,ʔilaal(a)-la,xilaal(a)-la (PL),ilaalla,T (FEM),
LX001960,sid,ʔilama,Noun,,,,be.born-INF,ʔilam-a,xilam-a (INF=N),ilama,T (FEM),
LX001961,sid,ʔilamate ʔayyaana,Noun,,,,birth-GEN spirit,ʔilama-te ʔayyaana,xilama-te (GEN) xayyaana,ilamate ayyaana,,
LX001962,sid,ʔilami,Verb,,,,bear-PAS-,ʔil-am-,xil-am (PAS)-,ilami,PAS,
LX001963,sid,ʔilammo barra,Noun,,,,bear-PAS-PFV.3SG.K day,ʔil-am-no barra,xil-am (PAS)-no (PFV.3SG.K) barra,ilammo barra,,
LX001964,sid,ʔilaʔilo,Noun,,,,birth-REDUPL,ʔila-ʔilo,xila-xilo (REDUPL),ilailo,K (MASC),
LX001965,sid,ʔili,Verb,,,,,,,ili,,
LX001966,sid,ʔililleette,Noun,,,,EXCL-DER.N,ʔilill-eette,xilill (EXCL)-eette(DER.N),ililleette,T (FEM),
LX001967,sid,ʔilillisi,Verb,,,,EXCL-DER.CAUS-,ʔilill-is-,xilill (EXCL)-is (DER.CAUS)-,ilillisi,CAUS,
LX001968,sid,ʔililta,Noun,,,Amharic ililta 'jubilation',EXCL-DER.N,ʔilil-ta,xilil (EXCL)-ta (DER.N),ililta,K (MASC),
LX001969,sid,ʔilimiiʧʧo,Noun,,,,colts-SGLT,ʔilm(a)-iiʧʧo,xilm(a)-iicco (SGLT),ilimiichcho,K (MASC),
LX001970,sid,ʔilka,Noun,,,,,,,ilka,K (MASC),
LX001971,sid,ʔillaallisi,Verb,,,,eye-REDUPL-DER.CAUS-,ʔill(e)-aall-is-,xill(e)-aall (REDUPL)-is (DER.CAUS)-,illaallisi,,
LX001972,sid,ʔillaʧʧa,Noun,,,,eye-DER,ʔill(e)-aʧʧa,xill(e)-acca (DER),illachcha,K (MASC),
LX001973,sid,ʔille,Noun,,,,,,,ille,T (FEM),
LX001974,sid,ʔille kʼasi,Verb,,,,eye pierce,ʔille kʼas-,xille Kas ('pierce')-,ille qasi,,
LX001975,sid,ʔille ʃokkiʃe laʔi,Verb,,,,eye twist-CVB see,ʔille ʃokkiʃ-e laʔ-,xille SokkiS-e (CVB) lax-,ille shokkishe la’i,,
LX001976,sid,ʔille ʔassi,Verb,,,,eye make,ʔille ʔass-,xille xass ('make')-,ille assi,,
LX001977,sid,ʔille ʔikki,Verb,,,,eye be,ʔille ʔikk-,xille xikk ('be')-,ille ikki,,
LX001978,sid,ʔilluuba,Noun,,,,eye-PL,ʔill(e)-uuba,xill(e)-uuba (PL),illuuwa,T (FEM),
LX001979,sid,ʔilmatiʧʧo,Noun,,,,foals-SGLT,ʔilmat-iʧʧo,xilmat-icco (SGLT),ilmatichcho,K (MASC),
LX001980,sid,ʔilʃiiʃi,Verb,,,,bear-CAUS-,ʔil-siis-,xil-siis (CAUS)-,ilshiishi,CAUS,
LX001981,sid,ʔiltaama yi,Verb,,,,IDEO say,ʔiltaama y-,xiltaama y ('say')-,iltaama yi,,
LX001982,sid,ʔimaana,Noun,,,,,,,imaana,K (MASC) ; K (MASC),
LX001983,sid,ʔinʤeessi,Verb,,,,suit-CAUS-,ʔinʤ-eess-,xinj-eess (CAUS)-,injeessi,CAUS,
LX001984,sid,ʔinʤi,Verb,,,,,,,inji,,
LX001985,sid,ʔinʤo,Noun,,,,suit-DER,ʔinʤ-o,xinj-o (DER),injo,T (FEM),
LX001986,sid,ʔinsa,Pronoun,,,,,,,insa,PERSONAL,
LX001987,sid,ʔinsa ʔinsa,Pronoun,,,,,,,insa insa,RECIPROCAL,
LX001988,sid,ʔirgalame,proper noun,,,,,,,irgalame,T (FEM),
LX001989,sid,ʔirki,Verb,,,,,,,irki,,
LX001990,sid,ʔirkiɗi,Verb,,,,be.useful-AB-,ʔirk-iɗ-,xirk-iD (AB)-,irki’ri,AB,
LX001991,sid,ʔirkisi,Verb,,,,be.useful-CAUS-,ʔirk-is-,xirk-is (CAUS)-,irkisi,CAUS,
LX001992,sid,ʔirko,Noun,,,,,,,irko,T (FEM),
LX001993,sid,ʔirraabi,Verb,,,,,,,irraawi,,
LX001994,sid,ʔirraabis,Verb,,,,be.ashamed-CAUS-,ʔirraab-is-,xirraab-is (CAUS)-,irraawis,CAUS,
LX001995,sid,ʔis,Pronoun,,,,,,,,,
LX001996,sid,ʔise,Pronoun,,,,,,,ise,PERSONAL,
LX001997,sid,ʔise,Pronoun,,,,,,,isi,PERSONAL,
LX001998,sid,ʔisenee,Pronoun,,,,,,,,,
LX001999,sid,ʔisi,Pronoun,,,,,,,,,
LX002000,sid,ʔisimma,Noun,,,,he-ABSTR,ʔis(i)-imma,xis(i)-imma (ABSTR),isimma,T (FEM),
LX002001,sid,ʔisiraʔeli,Noun,,,,,,,isiraeli,K (MASC),
LX002002,sid,ʔiso,Pronoun,,,,he-ACC,ʔis(i)-o,xis(i)-o (ACC),iso,PERSONAL,
LX002003,sid,ʔisosooto,Pronoun,,,,him-REFL,ʔiso-sooto,xiso-sooto (REFL),isosooto,REFLEXIVE,
LX002004,sid,ʔiʃine,Noun,,,,,,,ishine,K (MASC),
LX002005,sid,ʔiʃine,proper noun,,,,,,,ishine,,
LX002006,sid,ʔiʃino,proper noun,,,,,,,ishino,,
LX002007,sid,ʔiʃinʧo,Noun,,,,rubbish-SGLT,ʔiʃin(e)-ʧo,xiSin(e)-co (SGLT),ishincho,K (MASC),
LX002008,sid,ʔiʃʃi,interjection,,,Amharic ïšši 'ok',,,,ishshi,,
LX002009,sid,ʔita tukʼkʼi,Verb,,,,lot throw-AB-,ʔita tug-ɗ-,xita tug-D (AB)-,ita tuqqi,AB,
LX002010,sid,ʔitaanʧo,Noun,,,,eat-AG-SGLT,ʔit-aan-ʧo,xit-aan (AGNT)-co (SGLT),itaancho,K (MASC),
LX002011,sid,ʔitami,Verb,,,,eat-PAS-,ʔit-am-,xit-am (PAS)-,itami,PAS,
LX002012,sid,ʔiti,Verb,,,,,,,iti,,
LX002013,sid,ʔitille,Noun,,,,,,,itille,T (FEM),
LX002014,sid,ʔitiopʼia,proper noun,,,Amharic ityop'ya 'ethiopia',,,,itiyophiya,K (MASC),
LX002015,sid,ʔitisi,Verb,,,,eat-CAUS-,ʔit-is-,xit-is (CAUS)-,itisi,CAUS,
LX002016,sid,ʔitisiisi,Verb,,,,eat-CAUS-,ʔit-isiis-,xit-isiis (CAUS)-,itisiisi,CAUS,
LX002017,sid,ʔitʼa,Noun,,,,,,,ixa,,
LX002018,sid,ʔobba,Noun,,,,,,,obba,K (MASC),
LX002019,sid,ʔodakko,Noun,,,,tree.species-SGLT,ʔodah(e)-ko,xodah(e)-ko (SGLT),odakko,T (FEM),
LX002020,sid,ʔodeessi,Verb,,,,news-DER.CAUS-,ʔod(o)-eess-,xod(o)-eess (DER.CAUS)-,odeessi,CAUS,
LX002021,sid,ʔodo,Noun,,,,,,,odo,T (FEM),
LX002022,sid,ʔoɗɗakka,proper noun,,,,,,,odhakka,,
LX002023,sid,ʔofolla,Noun,,,,sit.down-INF,ʔofoll-a,xofoll-a (INF=N),ofolla,T (FEM),
LX002024,sid,ʔofollaanʧo,Noun,,,,sit.down-AG-SGLT,ʔofoll-aan-ʧo,xofoll-aan (AGNT)-co (SGLT),ofollaancho,K (MASC),
LX002025,sid,ʔofolli,Verb,,,,,,,ofolli,,
LX002026,sid,ʔofollino meente,Noun,,,,sit.down-IMPF.3K women,ʔofoll-ino meente,xofoll-ino (IMPF.3K) meente ('women'),ofollino meente,,
